,Aircraft with seatmap,Seat Pitch,Seat Width,Seat Type,Video Type,Laptop Power,Power Type,Wi-Fi,Class,Company
2371,Airbus A320neo (320),28-34,17.75,Standard,None,None,None,No,Economy class,Spirit Airlines
2372,Airbus A321-200 (321),36,20.0,Standard,None,None,None,No,Economy class,Spirit Airlines
2373,Airbus A321-200 (321),28-38,17.75,Standard,None,None,None,No,Economy class,Spirit Airlines
2374,Airbus A320-200 (320),28-30,17,Standard,None,None,None,No,Economy class,Spring Airlines
2375,Boeing 737-800 (738),29,17,Standard,None,None,None,No,Economy class,Spring Japan Airlines
2376,Boeing 737-800 (738),32-34,17,Standard,None,None,None,No,Economy class,Spring Japan Airlines
2377,Airbus A330-200 (332) Layout 1,31-32,17,Standard,On-Demand TV,None,None,No,Economy class,SriLankan Airlines
2378,Airbus A330-200 (332) Layout 2,31-32,17,Standard,On-Demand TV,None,None,No,Economy class,SriLankan Airlines
2379,Airbus A330-200 (332) Layout 3,31-32,17,Standard,On-Demand TV,None,None,No,Economy class,SriLankan Airlines
2380,Airbus A330-200 (332) Layout 1,79,21,Flat Bed,On-Demand TV,None,None,No,Business class,SriLankan Airlines
2381,Airbus A330-200 (332) Layout 2,79,21,Flat Bed,On-Demand TV,None,None,No,Business class,SriLankan Airlines
2382,Airbus A330-200 (332) Layout 3,77,21,Flat Bed,On-Demand TV,None,None,No,Business class,SriLankan Airlines
2383,Airbus A330-300 (333),77-79,21,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,SriLankan Airlines
2384,Airbus A330-300 (333),31-32,17,Standard,On-Demand TV,All Seats,AC Power,No,Business class,SriLankan Airlines
2385,Airbus A320 (320) Layout 1,29-32,17,Standard,None,None,None,No,Economy class,SriLankan Airlines
2386,Airbus A320 (320) Layout 2,29-32,17,Standard,On-Demand TV,None,None,No,Economy class,SriLankan Airlines
2387,Airbus A320 (320) Layout 3,29-32,17,Standard,On-Demand TV,None,None,No,Economy class,SriLankan Airlines
2388,Airbus A320neo (321),31-32,17,Standard,On-Demand TV,None,None,No,Economy class,SriLankan Airlines
2389,Airbus A321neo (321),31-32,18,Standard,On-Demand TV,None,None,No,Economy class,SriLankan Airlines
2390,Airbus A320 (320) Layout 1,41,21,Recliner,None,None,None,No,Business class,SriLankan Airlines
2391,Airbus A320 (320) Layout 2,41,21,Recliner,On-Demand TV,None,None,No,Business class,SriLankan Airlines
2392,Airbus A320 (320) Layout 3,41,21,Recliner,On-Demand TV,None,None,No,Business class,SriLankan Airlines
2393,Airbus A320neo (321),39-40,21,Recliner,On-Demand TV,None,None,No,Business class,SriLankan Airlines
2394,Airbus A321neo (321),49,21,Standard,On-Demand TV,None,None,No,Business class,SriLankan Airlines
2395,Boeing 737-800 (738),29-34,17,Standard,Portable Device,Some Seats,AC Power,No,Economy class,Sun Country
2396,Boeing 737 MAX 8 (7M8),29-39,17,Standard,Overhead TV,None,None,No,Economy class,Sunwing Airlines
2397,Boeing 737-800 (738),29-39,17,Standard,Overhead TV,None,None,No,Economy class,Sunwing Airlines
2398,Airbus A330-300 (333),32,17.3,Standard,On-Demand TV,None,None,No,Economy class,Swiss Airlines
2399,Airbus A340-300 (343),32,17.3,Standard,On-Demand TV,None,None,No,Economy class,Swiss Airlines
2400,Boeing 777-300ER (77W),32,17.3,Standard,On-Demand TV,None,None,No,Economy class,Swiss Airlines
2401,Airbus A330-300 (333),60,20.5,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Swiss Airlines
2402,Airbus A340-300 (343),60,20.5,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Swiss Airlines
2403,Boeing 777-300ER (77W),60,20.5,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Swiss Airlines
2404,Airbus A330-300 (333),83,22.0,Open Suite,On-Demand TV,All Seats,AC Power,No,First class,Swiss Airlines
2405,Airbus A340-300 (343),83,22.0,Flat Bed,On-Demand TV,All Seats,AC Power,No,First class,Swiss Airlines
2406,Boeing 777-300ER (77W),83,22.0,Open Suite,On-Demand TV,All Seats,AC Power,No,First class,Swiss Airlines
2407,Airbus A319 (319),31,17.0,Standard,Overhead TV,None,None,No,Economy class,Swiss Airlines
2408,Airbus A320 (320) Layout 1,31,17.0,Standard,Overhead TV,None,None,No,Economy class,Swiss Airlines
2409,Airbus A320 (320) Layout 2,31,17.0,Standard,Overhead TV,None,None,No,Economy class,Swiss Airlines
2410,Airbus A321 (321) Layout 1,31,17.0,Standard,Overhead TV,None,None,No,Economy class,Swiss Airlines
2411,Airbus A321 (321) Layout 2,29-31,17.0,Standard,Overhead TV,None,None,No,Economy class,Swiss Airlines
2412,Airbus A321 (321) Layout 3,31,17.0,Standard,Overhead TV,None,None,No,Economy class,Swiss Airlines
2413,Bombardier CS100,30-32,18.5,Standard,None,None,None,No,Economy class,Swiss Airlines
2414,Embraer 190 (E90),32,18.0,Standard,None,None,None,No,Economy class,Swiss Airlines
2415,Airbus A319 (319),34,17.0,Recliner,Overhead TV,None,None,No,Business class,Swiss Airlines
2416,Airbus A320 (320) Layout 1,34,17.0,Recliner,Overhead TV,None,None,No,Business class,Swiss Airlines
2417,Airbus A320 (320) Layout 2,32,17.0,Standard,Overhead TV,None,None,No,Business class,Swiss Airlines
2418,Airbus A321 (321) Layout 1,34,17.0,Standard,Overhead TV,None,None,No,Business class,Swiss Airlines
2419,Airbus A321 (321) Layout 2,34,17.0,Standard,Overhead TV,None,None,No,Business class,Swiss Airlines
2420,Airbus A321 (321) Layout 3,34,17.0,Standard,Overhead TV,None,None,No,Business class,Swiss Airlines
2421,Bombardier CS100,30-32,18.5,Standard,None,None,None,No,Business class,Swiss Airlines
2422,Bombardier CS300,31,17.0,Standard,None,None,None,No,Economy class,Swiss Airlines
2423,Bombardier CS300,34,17.0,Recliner,None,None,None,No,Business class,Swiss Airlines
2424,Boeing 737-800 (738),29-36,17,Standard,Portable Device,All Seats,AC Power,No,Economy class,Swoop Airlines
2425,Boeing 777-200ER (772),31-34,17,Standard,On-Demand TV,None,None,No,Economy class,TAAG Angola Airlines
2426,Boeing 777-300ER (77W),31-33,17,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,TAAG Angola Airlines
2427,Boeing 777-200ER (772),42,20,Angle Lie Flat,On-Demand TV,None,None,No,Business class,TAAG Angola Airlines
2428,Boeing 777-300ER (77W),72,20,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,TAAG Angola Airlines
2429,Boeing 777-200ER (772),78,27,Flat Bed,On-Demand TV,All Seats,AC Power,No,First class,TAAG Angola Airlines
2430,Boeing 777-300ER (77W),78,22,Flat Bed,On-Demand TV,All Seats,AC Power,No,First class,TAAG Angola Airlines
2431,Boeing 737-700 (73G),32,17,Standard,None,None,None,No,Economy class,TAAG Angola Airlines
2432,Boeing 737-700 (73G),38,20,Recliner,None,None,None,No,Business class,TAAG Angola Airlines
2433,Airbus A330-200 (332),32-34,17-19,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Taca International Airlines
2434,Airbus A330-200 (332),38,18-21,Recliner,On-Demand TV,All Seats,AC Power,No,Business class,Taca International Airlines
2435,Airbus A319 (319),30-34,17.7,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Taca International Airlines
2436,Airbus A320 (320),30-34,18.1,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Taca International Airlines
2437,Airbus A321 (321),32-34,18.1,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Taca International Airlines
2438,Embraer E-190,31-33,17-18.5,Standard,None,None,None,No,Economy class,Taca International Airlines
2439,Airbus A319 (319),38,18-21,Recliner,On-Demand TV,All Seats,AC Power,No,Business class,Taca International Airlines
2440,Airbus A320 (320),38,18-21,Recliner,On-Demand TV,All Seats,AC Power,No,Business class,Taca International Airlines
2441,Airbus A321 (321),36-39,18-21,Recliner,On-Demand TV,All Seats,AC Power,No,Business class,Taca International Airlines
2442,Embraer E-190,37-39,18-20,Recliner,None,None,None,No,Business class,Taca International Airlines
2443,Airbus A330-200 (332) Layout 1,32-33,18.0,Standard,On-Demand TV,None,None,No,Economy class,TAP Portugal
2444,Airbus A330-200 (332) Layout 2,32-33,18.0,Standard,On-Demand TV,None,None,No,Economy class,TAP Portugal
2445,Airbus A330-200 (332) Layout 3,32-33,18.0,Standard,On-Demand TV,None,None,No,Economy class,TAP Portugal
2446,Airbus A330-200 (332) Layout 4,32-33,18.0,Standard,On-Demand TV,None,None,No,Economy class,TAP Portugal
2447,Airbus A330-200 (332) Layout 5,60,20.0,Flat Bed,On-Demand TV,All Seats,AC Power,No,Economy class,TAP Portugal
2448,Airbus A330-200 (332) Layout 5,32-33,18.0,Standard,On-Demand TV,None,None,No,Economy class,TAP Portugal
2449,Airbus A330-900neo (339),31,17.72,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,TAP Portugal
2450,Airbus A330-900neo (339),34,17.72,Standard,On-Demand TV,All Seats,AC Power,No,Premium Economy,TAP Portugal
2451,Airbus A330-200 (332) Layout 1,60,20.0,Angle Lie Flat,On-Demand TV,All Seats,AC Power,No,Business class,TAP Portugal
2452,Airbus A330-200 (332) Layout 2,60,20.0,Angle Lie Flat,On-Demand TV,All Seats,AC Power,No,Business class,TAP Portugal
2453,Airbus A330-200 (332) Layout 3,60,20.0,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,TAP Portugal
2454,Airbus A330-200 (332) Layout 4,60,20.0,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,TAP Portugal
2455,Airbus A330-900neo (339),42,22.3,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,TAP Portugal
2456,Airbus A319 (319) Layout 1,28,18.0,Standard,Overhead TV,All Seats,AC Power,No,Economy class,TAP Portugal
2457,Airbus A319 (319) Layout 2,30,18.0,Standard,Overhead TV,None,None,No,Economy class,TAP Portugal
2458,Airbus A320 (320),30,18.0,Standard,Overhead TV,All Seats,AC Power,No,Economy class,TAP Portugal
2459,Airbus A321 (321),30,18.0,Standard,Overhead TV,None,None,No,Economy class,TAP Portugal
2460,Airbus A321LR (321),31,17.72,Standard,On-Demand TV,None,None,No,Economy class,TAP Portugal
2461,Airbus A321LR (321),32-33,17.72,Standard,On-Demand TV,None,None,No,Economy class,TAP Portugal
2462,Embraer E190 (E90),30,18.0,Standard,None,None,None,No,Economy class,TAP Portugal
2463,Airbus A319 (319) Layout 1,33,18.0,Standard,Overhead TV,All Seats,AC Power,No,Business class,TAP Portugal
2464,Airbus A319 (319) Layout 2,34,18.8,Standard,Overhead TV,None,None,No,Business class,TAP Portugal
2465,Airbus A320 (320),32,22.0,Standard,Overhead TV,All Seats,AC Power,No,Business class,TAP Portugal
2466,Airbus A321 (321),32,22.0,Standard,Overhead TV,None,None,No,Business class,TAP Portugal
2467,Airbus A321LR (321),44,22.3,Flat Bed,On-Demand TV,None,None,No,Business class,TAP Portugal
2468,Embraer E190 (E90),31-32,18.0,Standard,None,None,None,No,Business class,TAP Portugal
2469,Airbus A330-300 (333) Layout 1,32,18.0,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Thai Airways
2470,Airbus A330-300 (333) Layout 2,31-32,18.0,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Thai Airways
2471,Airbus A350-900 (359),32,18.0,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Thai Airways
2472,Airbus A380-800 (388),31-32,18.0,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Thai Airways
2473,Airbus A380-800 (388),31-32,18.0,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Thai Airways
2474,Boeing 747-400 (744),32-34,17.0,Standard,Overhead TV,None,None,No,Economy class,Thai Airways
2475,Boeing 777-200 (772),31-32,18.0,Standard,Seatback TV,Some Seats,AC Power,No,Economy class,Thai Airways
2476,Boeing 777-200ER (772),34,18.0,Standard,On-Demand TV,Some Seats,AC Power,No,Economy class,Thai Airways
2477,Boeing 777-300 (773),31-32,18.0,Standard,Seatback TV,All Seats,AC Power,No,Economy class,Thai Airways
2478,Boeing 777-300ER (77W),32,18.0,Standard,Seatback TV,Some Seats,AC Power,No,Economy class,Thai Airways
2479,Boeing 787-8 (788),32,18.0,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Thai Airways
2480,Boeing 787-9 (789),32,17.0,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Thai Airways
2481,Airbus A330-300 (333) Layout 1,58,20.0,Angle Lie Flat,On-Demand TV,All Seats,AC Power,No,Business class,Thai Airways
2482,Airbus A330-300 (333) Layout 2,58,20.0,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Thai Airways
2483,Airbus A350-900 (359),44,20.0,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Thai Airways
2484,Airbus A380-800 (388),74,20.0,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Thai Airways
2485,Boeing 747-400 (744),48-50,20.0,Recliner,Seatback TV,None,None,No,Business class,Thai Airways
2486,Boeing 747-400 (744),48-50,20.0,Recliner,Seatback TV,None,None,No,Business class,Thai Airways
2487,Boeing 777-200 (772),60,20.0,Angle Lie Flat,Seatback TV,All Seats,AC Power,No,Business class,Thai Airways
2488,Boeing 777-200ER (772),61,20.0,Angle Lie Flat,On-Demand TV,All Seats,AC Power,No,Business class,Thai Airways
2489,Boeing 777-300 (773),61,20.0,Angle Lie Flat,Seatback TV,All Seats,AC Power,No,Business class,Thai Airways
2490,Boeing 777-300ER (77W),87,20.0,Flat Bed,Seatback TV,All Seats,AC Power,No,Business class,Thai Airways
2491,Boeing 787-8 (788),60,21.0,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Thai Airways
2492,Boeing 787-9 (789),61,21.0,Open Suite,On-Demand TV,All Seats,AC Power,No,Business class,Thai Airways
2493,Airbus A380-800 (388),82-83,26.5,Flat Bed,On-Demand TV,All Seats,AC Power,No,First class,Thai Airways
2494,Boeing 747-400 (744),76,21.5,Flat Bed,Seatback TV,None,None,No,First class,Thai Airways
2495,Airbus A320 (320),28-31,18.0,Standard,None,None,None,No,Economy class,Thai Airways
2496,Airbus A320 (320),33,18.0,Standard,None,None,None,No,Business class,Thai Airways
2497,Airbus A320 (320),29,18,Standard,None,None,None,No,Economy class,Tigerair Australia
2498,Airbus A320 (320),29,18,Standard,None,None,None,No,Economy class,Tigerair Australia
2499,Airbus A320 (320),38,18,Standard,None,None,None,No,Economy class,Tigerair Australia
2500,Airbus A320 (320),38,18,Standard,None,None,None,No,Economy class,Tigerair Australia
2501,Airbus A320 (320),29,18,Standard,None,None,None,No,Economy class,Tigerair Australia
2502,Boeing 737-800 (738),31,17,Standard,Portable Device,None,None,No,Economy class,Tigerair Australia
2503,Boeing 737-800 (738),31,17,Standard,Portable Device,None,None,No,Economy class,Tigerair Australia
2504,Boeing 737-800 (738),38,17,Standard,Portable Device,None,None,No,Economy class,Tigerair Australia
2505,Boeing 737-800 (738),33-38,17,Standard,Portable Device,None,None,No,Economy class,Tigerair Australia
2506,Boeing 737-800 (738),31,17,Standard,Portable Device,None,None,No,Economy class,Tigerair Australia
2507,Boeing 737-700 (73G),29-30,17,Standard,Overhead TV,None,None,No,Economy class,Transavia Airlines
2508,Boeing 737-800 (738),29-30,17,Standard,Overhead TV,None,None,No,Economy class,Transavia Airlines
2509,Boeing 767-300ER (763) Layout 1,33,18.0,Standard,Overhead TV,None,None,No,Economy class,Thomson Airways
2510,Boeing 767-300ER (763) Layout 2,33,18.0,Standard,Seatback TV,None,None,No,Economy class,Thomson Airways
2511,Boeing 787-8 (788),33,17.0,Standard,On-Demand TV,None,None,No,Economy class,Thomson Airways
2512,Boeing 787-9 (789),33,17.0,Standard,On-Demand TV,None,None,No,Economy class,Thomson Airways
2513,Boeing 767-300ER (763) Layout 2,36,20.5,Recliner,Seatback TV,None,None,No,Premium Economy,Thomson Airways
2514,Boeing 787-8 (788),36,18.0,Recliner,On-Demand TV,All Seats,AC Power,No,Premium Economy,Thomson Airways
2515,Boeing 787-9 (789),36,18.0,Recliner,On-Demand TV,All Seats,AC Power,No,Premium Economy,Thomson Airways
2516,Boeing 737-800 (73H),28,17.2,Standard,None,None,None,No,Economy class,Thomson Airways
2517,Boeing 757-200 (752),28,17.2,Standard,None,None,None,No,Economy class,Thomson Airways
2518,Boeing 757-200 (752),28,17.2,Standard,None,None,None,No,Economy class,Thomson Airways
2519,Boeing 757-200 (752),33-34,17.2,Standard,None,None,None,No,Economy class,Thomson Airways
2520,Boeing 737-800 (73H),30,18,Standard,None,None,None,No,Economy class,TUIfly
2521,Airbus A330-200 (332),31-32,18,Standard,Seatback TV,None,None,No,Economy class,Tunisair
2522,Airbus A330-200 (332),53,21,Angle Lie Flat,Seatback TV,All Seats,AC Power,No,Business class,Tunisair
2523,Airbus A319 (319) V1,31-33,18,Standard,None,None,None,No,Economy class,Tunisair
2524,Airbus A319 (319) V2,31-33,18,Standard,None,None,None,No,Economy class,Tunisair
2525,Airbus A320 (320),31-33,18,Standard,None,None,None,No,Economy class,Tunisair
2526,Boeing 737-600 (736),31,17,Standard,None,None,None,No,Economy class,Tunisair
2527,Airbus A319 (319) V1,36,20,Recliner,None,None,None,No,Business class,Tunisair
2528,Airbus A320 (320),31-33,18,Standard,None,None,None,No,Business class,Tunisair
2529,Airbus A330-200 (332) Layout 1,31-33,17-18,Standard,On-Demand TV,None,None,No,Economy class,Turkish Airlines
2530,Airbus A330-200 (332) Layout 2,31-33,17-18,Standard,On-Demand TV,None,None,No,Economy class,Turkish Airlines
2531,Airbus A330-200 (332) Layout 3,32-33,17.5,Standard,On-Demand TV,None,None,No,Economy class,Turkish Airlines
2532,Airbus A330-300 (333),31-33,17-18,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Turkish Airlines
2533,Airbus A340-300 (343),33-34,17.0-17.7,Standard,On-Demand TV,None,None,No,Economy class,Turkish Airlines
2534,Airbus A350-900 (359),31-32,17.43,Standard,On-Demand TV,None,None,No,Economy class,Turkish Airlines
2535,Boeing 777-300ER (77W),31-32,18,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Turkish Airlines
2536,Boeing 787-9 (789),30,17,Standard,On-Demand TV,None,None,No,Economy class,Turkish Airlines
2537,Airbus A330-200 (332) Layout 1,61,21,Angle Lie Flat,On-Demand TV,All Seats,AC Power,No,Business class,Turkish Airlines
2538,Airbus A330-200 (332) Layout 2,61,21,Angle Lie Flat,On-Demand TV,All Seats,AC Power,No,Business class,Turkish Airlines
2539,Airbus A330-200 (332) Layout 3,61,21,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Turkish Airlines
2540,Airbus A330-200 (332) Layout 4,61,21,Angle Lie Flat,On-Demand TV,All Seats,AC Power,No,Business class,Turkish Airlines
2541,Airbus A330-200 (332) Layout 4,32-33,17-18,Standard,On-Demand TV,None,None,No,Business class,Turkish Airlines
2542,Airbus A330-300 (333),61,21,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Turkish Airlines
2543,Airbus A340-300 (343),60-77,21.0,Angle Lie Flat,On-Demand TV,All Seats,AC Power,No,Business class,Turkish Airlines
2544,Airbus A350-900 (359),44,20-23,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Turkish Airlines
2545,Boeing 777-300ER (77W),78,22,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Turkish Airlines
2546,Boeing 787-9 (789),43-44,20.1,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Turkish Airlines
2547,Airbus A319 (319),30,17.2,Standard,Overhead TV,None,None,No,Economy class,Turkish Airlines
2548,Airbus A320 (320),30-31,17.8,Standard,Overhead TV,None,None,No,Economy class,Turkish Airlines
2549,Airbus A321 (321) Layout 1,29-32,17.2-17.8,Standard,Overhead TV,None,None,No,Economy class,Turkish Airlines
2550,Airbus A321 (321) Layout 2,29-32,17.2,Standard,On-Demand TV,None,None,No,Economy class,Turkish Airlines
2551,Airbus A321neo (321),29-32,18,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Turkish Airlines
2552,Airbus A321neo ACF (321),30,18,Standard,On-Demand TV,None,None,No,Economy class,Turkish Airlines
2553,Boeing 737-700 (737) One Class,30-31,17.0,Standard,None,None,None,No,Economy class,Turkish Airlines
2554,Boeing 737-700 (737) Two Class,30-31,17.0,Standard,None,None,None,No,Economy class,Turkish Airlines
2555,Boeing 737-800 (738) Layout 1,30-31,16-17,Standard,On-Demand TV,None,None,No,Economy class,Turkish Airlines
